Product URL,Product Name,Product Price,Rating,Number of reviews
/sspa/click?ie=UTF8&spc=MToyMDcwOTY0Mjg0NTQwNjU1OjE2OTc2NDQzMjM6c3BfYnRmOjMwMDA2Nzg4NzQxNjIzMjo6MDo6&url=%2FLaptops-College-Backpack-Charging-Anti-Theft%2Fdp%2FB0C6639P8P%2Fref%3Dsr_1_69_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1697644323%26sprefix%3Dba%252C%252Caps%252C283%26sr%3D8-69-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,Amazon Basics Laptop Bag for 15.6 Inch Laptops | College/Travel Backpack with USB Charging Port and Anti-Theft Pocket | 23 L,"1,009",4.4 out of 5 stars,No reviews
/sspa/click?ie=UTF8&spc=MToyMDcwOTY0Mjg0NTQwNjU1OjE2OTc2NDQzMjM6c3BfYnRmOjMwMDA3MTkxNjIyNjczMjo6MDo6&url=%2FUrban-Tribe-Laptop-Backpack-Havana%2Fdp%2FB01LXNNFDF%2Fref%3Dsr_1_70_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1697644323%26sprefix%3Dba%252C%252Caps%252C283%26sr%3D8-70-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"URBAN TRIBE Havana Laptop Backpack for Men & Women | Laptop Bag 15.6 inch | Office Work/Casual/College Bag | Black, 27L",918,3.9 out of 5 stars,No reviews
https://aax-eu.amazon.in/x/c/RO5-A2p8W1gkYz6b8DIqaZsAAAGLQ3ykkwMAAAH2AQBvbm9fdHhuX2JpZDIgICBvbm9fdHhuX2ltcDEgICBJSYqc/https://www.amazon.in/Lunars-Travel-Laptop-Bag-compartments/dp/B08NHH8Q5X/ref=sxbs_sbv_search_btf?content-id=amzn1.sym.b8850c25-1899-4ec1-b48d-2d7f1e0c24d3%3Aamzn1.sym.b8850c25-1899-4ec1-b48d-2d7f1e0c24d3&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B08NHH8Q5X&pd_rd_r=01aaa7fa-5f76-44ab-b8ec-849558ac9cf8&pd_rd_w=tiJKo&pd_rd_wg=ldMv2&pf_rd_p=b8850c25-1899-4ec1-b48d-2d7f1e0c24d3&pf_rd_r=B7KY4MG0HNJQYDH4336V&qid=1697644323&sbo=EO%2BcdOgoisx3waG5xqcZQA%3D%3D&sprefix=ba%2C%2Caps%2C283&sr=1-49-ad43fbe4-6f9c-4603-ab45-acb189caa93f,"Lunar's Unisex 50L Water Resistant Office/Travel/Business Laptop Backpack, Bag for up to 17.3 inch Laptop/MacBook with rain Cover and 2 Large compartments","1,199",4.0 out of 5 stars,No reviews
/sspa/click?ie=UTF8&spc=MTo3MTE0OTIzMjYyNTgwNjU1OjE2OTc2NDQzMjY6c3BfYXRmX25leHQ6MzAwMDM1Njk0NTQwNTMyOjowOjo&url=%2FWALKENT-External-Waterproof-Backpack-Cushioned%2Fdp%2FB0BRYDXSHP%2Fref%3Dsr_1_65_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1697644326%26sprefix%3Dba%252C%252Caps%252C283%26sr%3D8-65-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,"WALKENT Premium 15.6 Inch Laptop Bag | External USB | Waterproof Backpack | Cushioned Straps | Multi Pockets | For Office, College, Men, Women - Urban, 28 Ltrs","2,990",Not rated,No reviews
/sspa/click?ie=UTF8&spc=MTo3MTE0OTIzMjYyNTgwNjU1OjE2OTc2NDQzMjY6c3BfYXRmX25leHQ6MzAwMDA2Nzc0NzgzMTMyOjowOjo&url=%2FWALKENT-Waterproof-Polyester-Material-Hazel%2Fdp%2FB0C7KP5BT4%2Fref%3Dsr_1_66_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1697644326%26sprefix%3Dba%252C%252Caps%252C283%26sr%3D8-66-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,"WALKENT 15.6"" Laptop Bags with Special Waterproof Silk Polyester Material for Office, College, Men & Women (Model Hazel, 20 Liters, Black)","2,190",4.3 out of 5 stars,No reviews
/Ross-Heating-Pad-Heat-Electric-Assorted/dp/B0CJJKSXW1/ref=sr_1_67?crid=2M096C61O4MLT&keywords=bags&qid=1697644326&sprefix=ba%2C%2Caps%2C283&sr=8-67,"Ross Heating Bag, Hot Water Bags for Pain Relief, Heating Pad-Heat Pouch Hot Water Bottle Bag, Electric Hot Water Bag, Heating Pad for Pain Relief- with Hand Warmer Pockets (Assorted Colors)",199,4.7 out of 5 stars,No reviews
/Genie-Ltrs-School-Backpack-CAMELLIA17SBPIN/dp/B07QHMKHWH/ref=sr_1_68?crid=2M096C61O4MLT&keywords=bags&qid=1697644326&sprefix=ba%2C%2Caps%2C283&sr=8-68,"Genie Camellia School Bag for Girls, 17 inch Backpack for Women, 3 compartments Water Resistant Stylish and Trendy College Backpacks for Girls",799,4.2 out of 5 stars,No reviews
/ADISA-BP005-Weight-Casual-Backpack/dp/B07F3X45WZ/ref=sr_1_69?crid=2M096C61O4MLT&keywords=bags&qid=1697644326&sprefix=ba%2C%2Caps%2C283&sr=8-69,ADISA Light Weight Laptop Backpack 32 Ltrs,449,4.0 out of 5 stars,No reviews
/Half-Moon-Laptop-Backpack-Polyester/dp/B09CMS3K2S/ref=sr_1_70?crid=2M096C61O4MLT&keywords=bags&qid=1697644326&sprefix=ba%2C%2Caps%2C283&sr=8-70,Half Moon 30L Water Resistant 15.6 inch Laptop Bag/Backpack for Men | School Bag for Boys Girls | Office Bag pack for Men/Office Back Packed for Women with Padded Laptop Compartment,459,3.6 out of 5 stars,No reviews
/Murano-Casual-daybackpack-Office-College/dp/B0BX9GLFD6/ref=sr_1_71?crid=2M096C61O4MLT&keywords=bags&qid=1697644326&sprefix=ba%2C%2Caps%2C283&sr=8-71,Murano Louis 10ltr Casual daybackpack/Office & Travel Bag/School Bag/College Bag/Men/Women/Girl/Boy (Dark Grey),189,3.4 out of 5 stars,No reviews
/Amazon-Brand-Presto-Oxo-Biodegradable-Garbage/dp/B0821PYKVK/ref=sr_1_72?crid=2M096C61O4MLT&keywords=bags&qid=1697644326&sprefix=ba%2C%2Caps%2C283&sr=8-72,"Presto! Oxo-Biodegradable Garbage Bags, Large (24 x 32 inches) - 15 bags/roll (Pack of 6, Black, plastic)",299,4.3 out of 5 stars,No reviews
/Amazon-Brand-Presto-Oxo-Biodegradable-Garbage/dp/B0821PKWBW/ref=sr_1_73?crid=2M096C61O4MLT&keywords=bags&qid=1697644326&sprefix=ba%2C%2Caps%2C283&sr=8-73,"Presto! Oxo-Biodegradable Garbage Bags, Small - 30 bags/roll (Pack of 6, plastic, Black)",259,4.3 out of 5 stars,No reviews
/NORTH-ZONE-Restant-Office-Backpack/dp/B0CJ38KTFS/ref=sr_1_74?crid=2M096C61O4MLT&keywords=bags&qid=1697644326&sprefix=ba%2C%2Caps%2C283&sr=8-74,NORTH ZONE 30L Water Restant Office Laptop Bag/Backpack for Men/Women/(Black),449,4.6 out of 5 stars,No reviews
/sspa/click?ie=UTF8&spc=MTo3MTE0OTIzMjYyNTgwNjU1OjE2OTc2NDQzMjY6c3BfbXRmOjMwMDAxNDkzMTQ4NDczMjo6MDo6&url=%2FSTRABO-Defender-Laptop-weight-resistant%2Fdp%2FB0C9H8W6K6%2Fref%3Dsr_1_75_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1697644326%26sprefix%3Dba%252C%252Caps%252C283%26sr%3D8-75-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"STRABO Defender Laptop Bag, Light weight & Water resistant - Color Olive 35L, Unisex Bag",999,4.5 out of 5 stars,No reviews
/sspa/click?ie=UTF8&spc=MTo3MTE0OTIzMjYyNTgwNjU1OjE2OTc2NDQzMjY6c3BfbXRmOjMwMDA3MTkxNjIyNjczMjo6MDo6&url=%2FUrban-Tribe-Laptop-Backpack-Havana%2Fdp%2FB01LXNNFDF%2Fref%3Dsr_1_76_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1697644326%26sprefix%3Dba%252C%252Caps%252C283%26sr%3D8-76-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"URBAN TRIBE Havana Laptop Backpack for Men & Women | Laptop Bag 15.6 inch | Office Work/Casual/College Bag | Black, 27L",918,3.9 out of 5 stars,No reviews
/Frantic-Cartoon-Velvet-Preschool-Nursery/dp/B09KY5541N/ref=sr_1_77?crid=2M096C61O4MLT&keywords=bags&qid=1697644326&sprefix=ba%2C%2Caps%2C283&sr=8-77,"Frantic Soft Cartoon Animal Velvet Plush School Backpack Bag For 2 To 5 Years Boys/Girls - Nursery, Preschool, Picnic",289,3.8 out of 5 stars,No reviews
/Tabelito-NEO-Backpack-Business-Compartment/dp/B0C2D2Q52R/ref=sr_1_78?crid=2M096C61O4MLT&keywords=bags&qid=1697644326&sprefix=ba%2C%2Caps%2C283&sr=8-78,"Tabelito® NEO 3O L Water Resistant Laptop/College/Office/School/Travel/Business Bag, Unisex Backpack for Men Women Fits Up to 15.6 Inch Laptop Notebook.",349,3.8 out of 5 stars,No reviews
/Killer-Backpack-Compartments-Polyester-Waterproof/dp/B07C9XHZT1/ref=sr_1_79?crid=2M096C61O4MLT&keywords=bags&qid=1697644326&sprefix=ba%2C%2Caps%2C283&sr=8-79,KILLER Louis 38L Large Laptop Backpack With 3 Compartments Polyester Trendy Waterproof Travel Backpack,"1,749",4.4 out of 5 stars,No reviews
/Amazon-Brand-Presto-Oxo-Biodegradable-Garbage/dp/B08TD6BN7Y/ref=sr_1_80?crid=2M096C61O4MLT&keywords=bags&qid=1697644326&sprefix=ba%2C%2Caps%2C283&sr=8-80,"Presto! Oxo-Biodegradable Garbage Bags, Medium - 30 Bags/Roll (Pack of 3, Green, For Wet Waste, plastic)",209,4.3 out of 5 stars,No reviews
/ANTILS%C2%AE-Water-Rubber-Relief-Therapy/dp/B08PFTYB2N/ref=sr_1_81?crid=2M096C61O4MLT&keywords=bags&qid=1697644326&sprefix=ba%2C%2Caps%2C283&sr=8-81,ANTIL'S® Hot Water Rubber Bottle bag for Pain Relief Therapy (Pack of 1) Multicolor,198,4.0 out of 5 stars,No reviews
/Killer-Backpack-Compartments-Polyester-Waterproof/dp/B07CDD6YS2/ref=sr_1_82?crid=2M096C61O4MLT&keywords=bags&qid=1697644326&sprefix=ba%2C%2Caps%2C283&sr=8-82,KILLER Louis 38L Large Laptop Backpack With 3 Compartments Polyester Trendy Waterproof Travel Backpack,"1,749",4.4 out of 5 stars,No reviews
/SFANE-Duffel-Shoulder-Women-Compartment/dp/B07ZC77WTW/ref=sr_1_83?crid=2M096C61O4MLT&keywords=bags&qid=1697644326&sprefix=ba%2C%2Caps%2C283&sr=8-83,"SFANE Polyester 23 cms Navy Blue Gym Bag, Shoulder Bag, Sports Bag for Men & Women with Separate Shoes Compartment (Blue)",413,4.3 out of 5 stars,No reviews
/Impulse-IMP-linear-Resistant-Navy/dp/B0CJJ15CM7/ref=sr_1_84?crid=2M096C61O4MLT&keywords=bags&qid=1697644326&sprefix=ba%2C%2Caps%2C283&sr=8-84,Impulse IMP linear 45L Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack Water Resistant Fits Up to 16 Inch Laptop with 1 Year Warranty,510,5.0 out of 5 stars,No reviews
/sspa/click?ie=UTF8&spc=MTo3MTE0OTIzMjYyNTgwNjU1OjE2OTc2NDQzMjY6c3BfYnRmOjMwMDA2Nzg4NzQxNjIzMjo6MDo6&url=%2FLaptops-College-Backpack-Charging-Anti-Theft%2Fdp%2FB0C6639P8P%2Fref%3Dsr_1_85_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1697644326%26sprefix%3Dba%252C%252Caps%252C283%26sr%3D8-85-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,Amazon Basics Laptop Bag for 15.6 Inch Laptops | College/Travel Backpack with USB Charging Port and Anti-Theft Pocket | 23 L,"1,009",4.4 out of 5 stars,No reviews
/sspa/click?ie=UTF8&spc=MTo3MTE0OTIzMjYyNTgwNjU1OjE2OTc2NDQzMjY6c3BfYnRmOjMwMDA3MTkxMjcwNDEzMjo6MDo6&url=%2FUrban-Tribe-Laptop-Backpack-Airborne%2Fdp%2FB01LZ6G3KZ%2Fref%3Dsr_1_86_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1697644326%26sprefix%3Dba%252C%252Caps%252C283%26sr%3D8-86-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,URBAN TRIBE Airborne 30L Convertible Laptop Backpack for Men and Women | Laptop Bag 15.6 inch | Suitcase/Briefcase Style Backpack,"1,287",4.1 out of 5 stars,No reviews
https://aax-eu.amazon.in/x/c/RFdT2FxlMoaTHoLlxKTD-l8AAAGLQ3ytpwMAAAH2AQBvbm9fdHhuX2JpZDMgICBvbm9fdHhuX2ltcDEgICBvrz7C/https://www.amazon.in/WALKENT-Anti-Theft-Combination-Waterproof-Backpack/dp/B0CGJ92R78/ref=sxbs_sbv_search_btf?content-id=amzn1.sym.b8850c25-1899-4ec1-b48d-2d7f1e0c24d3%3Aamzn1.sym.b8850c25-1899-4ec1-b48d-2d7f1e0c24d3&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B0CGJ92R78&pd_rd_r=70abf7e1-0836-4353-8f6d-de3662979f15&pd_rd_w=HfAEF&pd_rd_wg=ISeQM&pf_rd_p=b8850c25-1899-4ec1-b48d-2d7f1e0c24d3&pf_rd_r=K6VT0V162ASTG2TVETDW&qid=1697644326&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=ba%2C%2Caps%2C283&sr=1-65-ad43fbe4-6f9c-4603-ab45-acb189caa93f,"WALKENT Stylish 15.6"" Laptop Bag, Anti-Theft Combination Lock, Waterproof Backpack For Office, College, Men, Women - Ryden, 25 Ltr, 2 Compartments, 6 Pockets","1,990",4.3 out of 5 stars,No reviews
/sspa/click?ie=UTF8&spc=MTo3NzA3NjU4MDg4MjgxNjU1OjE2OTc2NDQzMjk6c3BfYXRmX25leHQ6MzAwMDA2Nzc0NzgzMTMyOjowOjo&url=%2FWALKENT-Waterproof-Polyester-Material-Hazel%2Fdp%2FB0C7KP5BT4%2Fref%3Dsr_1_81_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1697644329%26sprefix%3Dba%252C%252Caps%252C283%26sr%3D8-81-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,"WALKENT 15.6"" Laptop Bags with Special Waterproof Silk Polyester Material for Office, College, Men & Women (Model Hazel, 20 Liters, Black)","2,190",4.3 out of 5 stars,No reviews
/sspa/click?ie=UTF8&spc=MTo3NzA3NjU4MDg4MjgxNjU1OjE2OTc2NDQzMjk6c3BfYXRmX25leHQ6MzAwMDM1Njk0NTQwNTMyOjowOjo&url=%2FWALKENT-External-Waterproof-Backpack-Cushioned%2Fdp%2FB0BRYDXSHP%2Fref%3Dsr_1_82_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1697644329%26sprefix%3Dba%252C%252Caps%252C283%26sr%3D8-82-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,"WALKENT Premium 15.6 Inch Laptop Bag | External USB | Waterproof Backpack | Cushioned Straps | Multi Pockets | For Office, College, Men, Women - Urban, 28 Ltrs","2,990",Not rated,No reviews
/NORTH-ZONE-Waterproof-Backpack-Dimensions/dp/B0BS6QM2GD/ref=sr_1_83?crid=2M096C61O4MLT&keywords=bags&qid=1697644329&sprefix=ba%2C%2Caps%2C283&sr=8-83,NORTH ZONE Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack (Dimensions:13x18 inches) (Compatible with 39.62cm(15.6inch laptop) 30 L,542,4.0 out of 5 stars,No reviews
/Ross-Heating-Pad-Heat-Electric-Assorted/dp/B0CJJKSXW1/ref=sr_1_84?crid=2M096C61O4MLT&keywords=bags&qid=1697644329&sprefix=ba%2C%2Caps%2C283&sr=8-84,"Ross Heating Bag, Hot Water Bags for Pain Relief, Heating Pad-Heat Pouch Hot Water Bottle Bag, Electric Hot Water Bag, Heating Pad for Pain Relief- with Hand Warmer Pockets (Assorted Colors)",199,4.7 out of 5 stars,No reviews
/Fastrack-Womens-Sling-Bag-Black/dp/B07MGXR7LT/ref=sr_1_85?crid=2M096C61O4MLT&keywords=bags&qid=1697644329&sprefix=ba%2C%2Caps%2C283&sr=8-85,Fastrack Women's Sling Bag (Black),"1,345",4.0 out of 5 stars,No reviews
/Shalimar-Premium-Garbage-Large-Rolls/dp/B07KT98RKS/ref=sr_1_86?crid=2M096C61O4MLT&keywords=bags&qid=1697644329&sprefix=ba%2C%2Caps%2C283&sr=8-86,Shalimar Premium OXO - Biodegradable Garbage Bags Size 24 X 32 Inches (Large) 60 Bags (4 rolls) Dustbin Bag/Trash Bag - Black Color,299,4.5 out of 5 stars,No reviews
/Half-Moon-Laptop-Backpack-Polyester/dp/B09CMS3K2S/ref=sr_1_87?crid=2M096C61O4MLT&keywords=bags&qid=1697644329&sprefix=ba%2C%2Caps%2C283&sr=8-87,Half Moon 30L Water Resistant 15.6 inch Laptop Bag/Backpack for Men | School Bag for Boys Girls | Office Bag pack for Men/Office Back Packed for Women with Padded Laptop Compartment,459,3.6 out of 5 stars,No reviews
/WILDHORN-Backpack-Compartment-Business-Stitching/dp/B09QL81ZHB/ref=sr_1_88?crid=2M096C61O4MLT&keywords=bags&qid=1697644329&sprefix=ba%2C%2Caps%2C283&sr=8-88,"WildHorn 31L Laptop Backpack for Men/Women I Fits upto 15.6"" Laptop I Waterproof I Travel/Business/College Bookbags",599,4.1 out of 5 stars,No reviews
/HARISSONS-15-6-inch-Backpack-Organizers-Detachable/dp/B07M5P5LW3/ref=sr_1_89?crid=2M096C61O4MLT&keywords=bags&qid=1697644329&sprefix=ba%2C%2Caps%2C283&sr=8-89,"HARISSONS Bags Vervo 15.6-inch Laptop/Travel/Casual Backpack for Men and Women with Rain Cover (Black, 40 Ltrs) | Quick Access Zippered Pocket, Detailed Organizers & a Detachable Key Chain Holder","2,583",4.4 out of 5 stars,No reviews
/Impulse-IMP-Backpack-Resistant-Navy/dp/B0CJHXH8M8/ref=sr_1_90?crid=2M096C61O4MLT&keywords=bags&qid=1697644329&sprefix=ba%2C%2Caps%2C283&sr=8-90,Impulse IMP Omega 45L Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack Water Resistant Fits Up to 16 Inch Laptop with 1 Year Warranty,510,4.7 out of 5 stars,No reviews
/sspa/click?ie=UTF8&spc=MTo3NzA3NjU4MDg4MjgxNjU1OjE2OTc2NDQzMjk6c3BfbXRmOjMwMDAxNDkzMTQ4NDczMjo6MDo6&url=%2FSTRABO-Defender-Laptop-weight-resistant%2Fdp%2FB0C9H8W6K6%2Fref%3Dsr_1_91_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1697644329%26sprefix%3Dba%252C%252Caps%252C283%26sr%3D8-91-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"STRABO Defender Laptop Bag, Light weight & Water resistant - Color Olive 35L, Unisex Bag",999,4.5 out of 5 stars,No reviews
/sspa/click?ie=UTF8&spc=MTo3NzA3NjU4MDg4MjgxNjU1OjE2OTc2NDQzMjk6c3BfbXRmOjMwMDA3MTkxNjIyNjczMjo6MDo6&url=%2FUrban-Tribe-Laptop-Backpack-Havana%2Fdp%2FB01LXNNFDF%2Fref%3Dsr_1_92_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1697644329%26sprefix%3Dba%252C%252Caps%252C283%26sr%3D8-92-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"URBAN TRIBE Havana Laptop Backpack for Men & Women | Laptop Bag 15.6 inch | Office Work/Casual/College Bag | Black, 27L",918,3.9 out of 5 stars,No reviews
/Skybags-Unisex-Polyester-Pattern-Hustle/dp/B07F342RQD/ref=sr_1_93?crid=2M096C61O4MLT&keywords=bags&qid=1697644329&sprefix=ba%2C%2Caps%2C283&sr=8-93,"Skybags Unisex Polyester Solid Pattern Hustle Df 55 (Orange, Small)","1,580",4.3 out of 5 stars,No reviews
/Beco-Friendly-Biodegradable-Garbage-Dustbin/dp/B0C23JH4B4/ref=sr_1_94?crid=2M096C61O4MLT&keywords=bags&qid=1697644329&sprefix=ba%2C%2Caps%2C283&sr=8-94,Beco Eco Friendly Biodegradable OXO Garbage Bags for Dustbin | 90 Pcs | Medium 19 X 21 Inches | Pack of 3 | Green,165,3.8 out of 5 stars,No reviews
/Killer-Backpack-Compartments-Polyester-Waterproof/dp/B07CDD6YS2/ref=sr_1_95?crid=2M096C61O4MLT&keywords=bags&qid=1697644329&sprefix=ba%2C%2Caps%2C283&sr=8-95,KILLER Louis 38L Large Laptop Backpack With 3 Compartments Polyester Trendy Waterproof Travel Backpack,"1,749",4.4 out of 5 stars,No reviews
/HAMMONDS-FLYCATCHER-Laptop-Bag-Men/dp/B083M1QK32/ref=sr_1_96?crid=2M096C61O4MLT&keywords=bags&qid=1697644329&sprefix=ba%2C%2Caps%2C283&sr=8-96,HAMMONDS FLYCATCHER Laptop Bag for Men - Genuine Leather Messenger Shoulder Bag - Fits 14/15.6/16 Inch Laptops - Brown Office Bag - Multiple Pockets -Water Resistant -Executive Bag for Work and Travel,"4,716",4.4 out of 5 stars,No reviews
/Half-Moon-Resistant-Backpack-Compartment/dp/B0BJ32LQ6X/ref=sr_1_97?crid=2M096C61O4MLT&keywords=bags&qid=1697644329&sprefix=ba%2C%2Caps%2C283&sr=8-97,Half Moon Large 37L Laptop Bag Backpack for menं Women Boys and Girls Luggage Travel Bags with 17.3 inches Laptop Compartment & Rain Cover,689,3.9 out of 5 stars,No reviews
/Gear-Superior-Casual-Backpack-BKPSPRIOR0001/dp/B08GY2ZN96/ref=sr_1_98?crid=2M096C61O4MLT&keywords=bags&qid=1697644329&sprefix=ba%2C%2Caps%2C283&sr=8-98,Gear Superior 16L Small Water Resistant School Bag//Casual Backpack/ Daypack/College Bag for Men/Women - Black,299,3.9 out of 5 stars,No reviews
/Impulse-IMP-linear-Resistant-Navy/dp/B0CJJ15CM7/ref=sr_1_99?crid=2M096C61O4MLT&keywords=bags&qid=1697644329&sprefix=ba%2C%2Caps%2C283&sr=8-99,Impulse IMP linear 45L Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack Water Resistant Fits Up to 16 Inch Laptop with 1 Year Warranty,510,5.0 out of 5 stars,No reviews
/F-Gear-String-Polyester-33-cms-Black-Drawstring-Gym-Bag/dp/B07PC28YQ9/ref=sr_1_100?crid=2M096C61O4MLT&keywords=bags&qid=1697644329&sprefix=ba%2C%2Caps%2C283&sr=8-100,F Gear String 11 Ltrs Nylon Black Gym Bag,146,4.1 out of 5 stars,No reviews
/sspa/click?ie=UTF8&spc=MTo3NzA3NjU4MDg4MjgxNjU1OjE2OTc2NDQzMjk6c3BfYnRmOjMwMDA2Nzg4NzQxNjIzMjo6MDo6&url=%2FLaptops-College-Backpack-Charging-Anti-Theft%2Fdp%2FB0C6639P8P%2Fref%3Dsr_1_101_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1697644329%26sprefix%3Dba%252C%252Caps%252C283%26sr%3D8-101-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,Amazon Basics Laptop Bag for 15.6 Inch Laptops | College/Travel Backpack with USB Charging Port and Anti-Theft Pocket | 23 L,"1,009",4.4 out of 5 stars,No reviews
/sspa/click?ie=UTF8&spc=MTo3NzA3NjU4MDg4MjgxNjU1OjE2OTc2NDQzMjk6c3BfYnRmOjMwMDA3MTkxMjcwNDEzMjo6MDo6&url=%2FUrban-Tribe-Laptop-Backpack-Airborne%2Fdp%2FB01LZ6G3KZ%2Fref%3Dsr_1_102_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1697644329%26sprefix%3Dba%252C%252Caps%252C283%26sr%3D8-102-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,URBAN TRIBE Airborne 30L Convertible Laptop Backpack for Men and Women | Laptop Bag 15.6 inch | Suitcase/Briefcase Style Backpack,"1,287",4.1 out of 5 stars,No reviews
https://aax-eu.amazon.in/x/c/RArh0bkLzFCV3fG5z57GntsAAAGLQ3y4-AMAAAH2AQBvbm9fdHhuX2JpZDIgICBvbm9fdHhuX2ltcDEgICBP32Al/https://www.amazon.in/Lunars-Travel-Laptop-Bag-compartments/dp/B08NHH8Q5X/ref=sxbs_sbv_search_btf?content-id=amzn1.sym.b8850c25-1899-4ec1-b48d-2d7f1e0c24d3%3Aamzn1.sym.b8850c25-1899-4ec1-b48d-2d7f1e0c24d3&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B08NHH8Q5X&pd_rd_r=777d4721-27d1-4b82-b8ea-76cc3fe67e81&pd_rd_w=T46vn&pd_rd_wg=zDQQe&pf_rd_p=b8850c25-1899-4ec1-b48d-2d7f1e0c24d3&pf_rd_r=JSP7X1C5EQF6XQQ9GXQ4&qid=1697644329&sbo=EO%2BcdOgoisx3waG5xqcZQA%3D%3D&sprefix=ba%2C%2Caps%2C283&sr=1-81-ad43fbe4-6f9c-4603-ab45-acb189caa93f,"Lunar's Unisex 50L Water Resistant Office/Travel/Business Laptop Backpack, Bag for up to 17.3 inch Laptop/MacBook with rain Cover and 2 Large compartments","1,199",4.0 out of 5 stars,No reviews
/sspa/click?ie=UTF8&spc=MTo0NzIzMTAyODE2Mjg5NjU1OjE2OTc2NDQzMzA6c3BfYXRmX25leHQ6MzAwMDA2Nzc0NzgzMTMyOjowOjo&url=%2FWALKENT-Waterproof-Polyester-Material-Hazel%2Fdp%2FB0C7KP5BT4%2Fref%3Dsr_1_97_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1697644330%26sprefix%3Dba%252C%252Caps%252C283%26sr%3D8-97-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,"WALKENT 15.6"" Laptop Bags with Special Waterproof Silk Polyester Material for Office, College, Men & Women (Model Hazel, 20 Liters, Black)","2,190",4.3 out of 5 stars,No reviews
/sspa/click?ie=UTF8&spc=MTo0NzIzMTAyODE2Mjg5NjU1OjE2OTc2NDQzMzA6c3BfYXRmX25leHQ6MzAwMDM1Njk0NTQwNTMyOjowOjo&url=%2FWALKENT-External-Waterproof-Backpack-Cushioned%2Fdp%2FB0BRYDXSHP%2Fref%3Dsr_1_98_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1697644330%26sprefix%3Dba%252C%252Caps%252C283%26sr%3D8-98-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,"WALKENT Premium 15.6 Inch Laptop Bag | External USB | Waterproof Backpack | Cushioned Straps | Multi Pockets | For Office, College, Men, Women - Urban, 28 Ltrs","2,990",Not rated,No reviews
